1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,singer,song
-0.3279223,0.7368801,0.0025475533,-0.43632773,-0.8920915,-1.0392671,-0.06943691,0.18006302,-0.591199,0.48594776,-0.10563466,-0.51053447,0.3021629,0.33043507,0.06801227,0.46294802,-0.46694493,-0.5182774,0.06292517,-0.09434435,0.16522518,-0.9078667,0.74586934,-0.67309606,-0.7231803,0.045615226,-0.17654845,-0.6302228,0.28653425,0.60725445,0.51461595,-0.7395016,-0.3079063,-0.74509096,-0.3852495,-0.21953215,-0.15458335,0.06630102,0.451006,-0.9363436,0.2849311,-0.75172055,-0.10533101,-0.13720313,0.85373735,1.6533008,0.2654546,-0.27444005,0.36383513,-0.47948346,abba,sos
0.15996605,0.93405885,-0.7289125,-0.43666574,-1.0641925,-0.17764063,0.34988144,0.04516302,-0.42935807,-0.5206998,1.274275,-0.6481703,0.9835463,-0.18780513,-1.1210737,0.3865504,0.48471618,-0.9688034,0.18011111,-0.6963111,-0.6315622,-0.15908487,1.5774591,-0.38314041,0.5771813,-0.14613123,0.35980487,0.90129924,0.75106597,0.867882,0.57851875,-0.97309196,-0.23489624,-0.2984325,-0.3795731,-0.63733107,-0.07512226,0.98879755,0.5373146,0.0067763487,0.5442436,-0.32829455,0.42978093,0.65784866,0.6435737,-0.21349284,-0.22661743,-0.026496513,0.22143628,-0.58780617,abba,super trouper
-0.9439476,0.7422239,-0.47139153,-0.82399935,-0.9894904,-0.68927455,-0.12844622,0.3762112,0.31577837,-1.0271084,-0.22687902,-0.041452892,-0.2545408,0.08166956,-0.3884567,0.54350984,0.8649638,0.3585607,-0.3988101,0.15304443,-0.6275167,1.0622569,0.26578572,-0.29274932,-0.349464,0.58549464,0.46577674,0.39455807,-1.2774299,-0.014979277,-0.4508891,0.46873733,0.33023414,0.3210341,-0.159517,-0.21915504,-0.62442213,0.15463537,-0.19192092,-0.041505378,0.6496064,-0.22590154,0.6603856,-0.67468977,0.6561224,0.33097345,0.35457575,0.4038578,0.778358,1.4504795,abba,take a chance on me
-0.6099967,-0.47509155,0.3848578,0.22961777,0.4112825,-1.3623428,-0.33507437,0.9389698,-0.015475189,-0.36849743,-0.28680995,0.2951229,-0.002723119,-0.27019784,-0.64490616,0.7664695,-0.14993107,-0.31342575,-0.46468934,-0.86762655,0.48457286,-0.14631182,0.99910533,-0.100481085,0.22425905,0.019829383,-0.008717527,0.6889508,-0.6076846,-0.043045565,0.5298563,-0.31928745,0.14733888,0.7533053,-0.20474313,0.1751438,-0.6526483,1.4943342,-0.29833302,0.14052123,1.2010717,-0.072836466,-0.41014302,-0.4567993,0.754394,0.55111676,0.48648927,-0.5915504,0.9145724,0.6855074,abba,thank you for the music
-0.28579852,0.60045964,-0.18689327,0.927687,-0.34419742,-1.0237877,0.67382675,0.94041526,-0.22115643,0.5154395,0.7213455,-0.6929109,-0.20983763,-0.20776379,-0.06242957,0.5430155,0.11890412,0.06549448,-0.7090712,0.34916383,-1.4911563,0.75772,0.5958277,-0.5160217,-0.029250467,-0.15008067,0.8320396,0.50074625,-0.7998998,0.31331027,-0.006739917,-0.8208372,-0.017341623,-0.31336775,-0.09520649,0.50406975,0.36772707,0.74060965,-0.035081465,-0.43634373,0.27697366,0.05713915,-0.26384404,-0.6484348,-0.04763156,1.3449129,0.6708454,-0.40392146,0.8492296,0.050628223,abba,the winner takes it all
0.42213553,0.17332661,1.2530282,-1.6306818,-0.047273085,-0.28989002,-0.8174612,0.4090571,-0.67328906,-0.6674974,-0.4431176,0.5208133,-0.21139972,1.0076545,0.10797569,0.13216962,0.4691763,0.10786738,-1.0058483,-0.06649219,-1.0800891,0.27536806,1.0119499,0.00024095348,0.07127805,0.97066873,0.33359715,0.73870075,-0.048934784,-0.6702704,-0.09266543,-0.30361176,-0.37343556,-0.42378983,-0.026734546,-0.62808084,-0.076049305,0.63275766,-0.56519234,-0.7933176,0.13649945,-0.6319588,0.1445994,-0.6893564,0.6823294,0.14171582,0.9433922,0.2960306,1.1971183,-0.75463283,abba,waterloo
-0.35453936,0.3931712,-0.3551359,-1.048816,-0.8015735,-0.5924681,0.6056824,0.9119821,-0.11318321,-0.595597,-0.15409882,0.16580686,-0.73908347,-0.4266821,-0.09354818,-0.27653897,-0.15379451,-0.67325425,0.066357575,-0.19568916,-0.5516282,0.27291098,0.29684246,-1.2027713,-0.49582732,0.46029645,0.3707643,-0.18945344,-0.9778003,-0.4856197,0.33887723,-0.22221553,1.1259983,-0.256185,0.27825028,-0.22621536,0.99863136,0.49377912,0.32260486,0.48413703,0.6480929,-1.1154804,0.18878189,-0.2535321,0.35647935,0.08554905,0.43888873,0.31095383,-0.28954163,-0.5537256,abc,poison arrow
-0.2818818,0.21608773,-0.08249199,-0.67877626,-0.54628253,-0.35138077,0.115409836,0.26470253,0.14269426,0.39739597,0.4169083,-0.5829243,0.25322792,0.40561843,-0.7807517,-0.20330188,-0.01089227,-0.55094033,0.035480026,-1.276996,-0.8073928,0.67533165,1.3239527,-0.21250142,-0.8277375,0.44648784,-0.34487396,0.17731492,-0.44413966,-0.35854694,-0.5619094,0.24344996,0.01189592,-0.7926696,1.3344259,0.5295872,-0.5030443,0.06807987,0.6703099,0.26574752,0.91912335,-0.46841905,0.39744973,-0.16318502,0.72415507,1.0226276,1.1803696,0.37936616,0.49890056,-0.85030943,abc,the look of love
0.06541363,0.15532328,-0.72939616,-0.4276178,-0.48112375,-0.19711061,0.008989384,0.75838333,-0.9354858,-0.9671991,-0.20297982,0.22961934,-0.02144779,0.8517182,0.10198186,-0.33198768,-0.67347765,0.21965533,0.044146392,0.18138142,0.88994867,-0.09158599,0.40103275,-0.048309058,-0.45337272,0.5230908,0.04748307,-0.37661,-0.34359875,0.13453954,0.022030184,-0.15109022,0.40281516,-0.5538237,0.31246084,0.65782803,-0.033272643,0.6031431,-0.4005182,-0.1756679,1.17057,0.4537985,-0.30973265,-1.3059206,0.14254834,1.5156691,-0.0833658,-0.61217046,0.29063112,0.90680486,ace of base,all that she wants
-0.08030296,0.12000377,-0.3210276,-0.8380892,-0.13741332,-1.2131263,-0.7519357,0.52083486,-0.47268003,-0.9566035,0.4929159,-0.10304034,-0.06759735,0.4026354,-0.216077,0.13277495,-0.043666814,-0.7781091,-0.83874315,-0.92641747,-0.19061373,0.2687571,-0.115215234,-0.9110138,-0.35392684,-0.8384609,0.5282062,-0.7529053,-1.1556495,0.43496215,-0.5918349,-0.36586627,-0.897568,-0.2397307,-0.123858616,-0.2530078,0.41630986,-0.34417737,0.5268248,-0.3450108,-0.22323188,0.015411467,0.15463467,-0.26359925,1.4670775,0.3273977,0.2766886,-0.24448664,0.71381193,0.8279039,ace of base,always have always will
0.33990464,0.086568445,-1.4196293,-0.575188,-0.7402446,-1.1811618,-0.11550392,1.0299311,-0.52689034,0.52899516,-0.1907274,-0.19654079,-0.5221464,0.6032737,-0.639714,0.030832529,-0.63463336,-0.13328902,-0.73255455,-0.35905027,0.5808485,0.07311438,0.44388974,-0.3554259,-0.39460617,-0.097212344,0.03912017,-0.15057988,-0.84160733,0.48907295,-0.770502,-0.23867804,-0.8166947,0.15453194,0.5254982,-0.18583353,0.6232254,-0.29479855,0.254204,1.282601,0.43291956,-0.35500497,-0.17597273,-0.3183058,0.7130636,0.092143305,0.2692655,0.5189961,0.9996754,-0.026127249,ace of base,beautiful life
0.67240065,-0.22583556,-0.59515506,-0.6874262,-1.391215,-1.0316699,-0.15243733,0.63013273,0.24126257,-0.37701875,0.25940028,0.086588144,-0.57172585,1.0912176,-0.5248486,0.7187606,0.37428713,-0.15717329,-0.2562181,0.29296896,-0.041532762,-0.47540826,0.991961,-0.5021318,-0.09611878,-0.04649557,0.0030768404,-0.7559327,-0.3628831,0.7536833,0.024152352,-0.005964013,0.40710494,-0.18904603,-1.2381371,-0.4155538,0.3241152,-0.02076968,0.5594538,0.6538337,0.3032542,0.12958497,1.1304018,-0.3889028,0.45856637,0.7475674,-0.051091716,0.32834804,0.62952685,0.23189712,ace of base,don't turn around
0.33247745,-0.7339958,-0.10338707,-0.23678765,-0.69311637,0.27106115,-0.392273,0.9352675,-0.44942075,-0.7230544,-0.38172603,-0.85337836,-0.39699915,0.3741741,0.1547974,0.58183515,-0.6890032,-0.66684824,-0.42577428,0.020131828,0.031189444,0.4637574,0.8499927,-0.12631157,-1.244566,0.72128314,0.38028437,0.23662385,-0.2806501,-0.009116021,0.2307868,0.12458204,0.11263772,-1.1515454,-0.09557349,0.06443795,-0.012150782,-0.07614899,0.7576435,0.020415587,0.6875082,-0.18319066,0.35741356,-0.34239373,0.09415214,1.268615,0.80770123,0.9660398,0.09212472,0.11079864,ace of base,the sign
-0.10797475,0.45582074,-0.14052665,-0.29420894,-0.042939622,-1.2386087,0.4954293,1.1491569,-0.45358962,0.035554416,-1.1518325,-0.5978701,-1.0414127,0.43367538,-0.5176563,0.5796304,-0.18234777,-0.07458387,-0.14008974,0.37385762,-0.190617,-0.019022748,0.3979791,0.176205,-0.07908074,-0.06640735,-0.33621117,-0.8831375,-0.57347375,-0.32539445,0.046680633,-0.11576741,-0.21110673,-0.627024,0.26137725,1.237138,0.06388381,0.532063,0.26879308,-0.1798872,0.74076694,-0.027110921,-0.8122302,-0.1387258,0.6582042,0.15361997,-0.72232795,-0.43747786,1.0799482,-0.14460179,adele,hello
-0.20131977,0.33462667,-0.055094875,-0.31129554,-0.16383348,-0.08169303,-0.12451145,0.820237,0.34949857,0.26466185,1.055964,-0.6265307,-0.40225586,-0.30956617,-0.3832413,-0.23201683,0.47551587,0.49011192,0.21438473,-0.25216573,0.59847873,-0.10929117,0.82692605,-1.0662255,-0.14451206,0.058785237,0.17086346,0.2943958,-0.30334815,0.14550576,0.6486965,-1.2547618,-0.45415097,-0.6298424,-0.20138301,-0.03434462,-0.7014007,0.45300537,0.11885981,0.24215929,1.376499,-0.2776391,-0.17130315,-0.97590965,0.74708134,0.8909376,-0.14378625,0.1940072,1.0112356,-0.064331375,adele,hometown glory
0.071357444,0.4569971,-0.74928087,0.35506982,-0.3080865,0.19446576,-0.23231561,0.28168982,-0.8114234,-0.4402271,-0.7629607,-0.088852875,-0.55753726,0.0645237,-0.75542575,0.5702927,0.6112131,0.9503687,0.32634738,0.24068129,-0.3913141,-0.4185038,1.4421273,-1.4277347,0.023057401,0.20110627,-0.05153778,-0.25331247,0.15057057,0.16914591,-0.04443905,-0.08114196,0.16670127,-0.58739245,0.07505219,0.5145313,-0.08665203,0.86347795,-0.8153202,0.4318995,0.64275414,-0.2217258,-0.8333155,-0.2134296,0.6758719,0.6398159,0.46760067,-0.9898756,-0.20091783,0.5265589,adele,someone like you
0.50699097,0.1658864,0.503866,-0.10943932,-0.19052902,-0.24056435,-0.6048011,0.8849352,-0.5852335,0.45695925,-0.5289371,-1.0214767,-0.32060775,-0.25214183,-0.219741,-0.100994036,0.8028143,0.5803174,-0.22478408,0.10853679,-0.13548341,-0.69105804,1.3772136,-0.7609276,0.3374042,-0.16837761,0.30854863,-0.019920545,-0.43093413,1.1009701,0.4023927,0.19717224,-0.6072752,-0.83812064,0.5915547,0.5501986,0.13590585,0.6673387,0.51265115,-0.22138803,0.89196515,-0.27820826,-0.6204334,-0.051444758,1.3750218,0.2863787,0.0586721,-0.035654046,0.005404787,0.38691342,agnes obel,familiar
-1.1986836,0.6754916,-0.8787414,-0.11934143,-0.7194928,0.13652496,-0.18182755,0.6993232,-0.77517474,-0.13209343,-0.7857041,-0.7917414,-0.77706933,0.5526856,0.27961802,-0.043958962,-0.30573422,0.17706929,0.102606684,-0.190514,0.6283058,-0.4268324,0.9871462,-0.5861699,-0.028122634,0.030563535,0.5130616,-0.9164402,0.5096098,0.20279469,-0.20460097,-0.2597742,-0.32438827,-0.15204498,-0.9962557,-0.39231038,-0.3187063,0.030593442,0.92617095,-0.30148,0.7554418,-1.0593419,-0.25377396,-0.0903377,0.6620529,0.62877536,0.23093426,-0.76855576,0.33323032,0.31759048,aladdin,a whole new world
